"Address","Content Type","Status Code","Status","Indexability","Indexability Status","Inlinks","Response Time","Redirect URL","Redirect Type"
"https://staging.jakevibes.dev/","text/html; charset=utf-8","200","OK","Indexable","","715","0.826","",""
"https://staging.jakevibes.dev/ai-in-software-development","text/html; charset=utf-8","200","OK","Indexable","","15","1.965","",""
"https://staging.jakevibes.dev/ai-in-software-development/shaping-whats-next-how-future-forward-is-advancing-ai-at-cloud-employee","text/html; charset=utf-8","200","OK","Indexable","","5","2.019","",""
"https://staging.jakevibes.dev/ai-in-software-development/securing-ai-the-ctos-guide-to-validation-and-minimum-safety-standards","text/html; charset=utf-8","200","OK","Indexable","","10","2.076","",""
"https://staging.jakevibes.dev/about-us","text/html; charset=utf-8","200","OK","Indexable","","698","2.146","",""
"https://staging.jakevibes.dev/ai-in-software-development/why-staff-augmentation-matters-in-the-age-of-ai","text/html; charset=utf-8","200","OK","Indexable","","7","0.845","",""
"https://staging.jakevibes.dev/book-a-call","text/html; charset=utf-8","200","OK","Indexable","","825","0.448","",""
"https://staging.jakevibes.dev/alternatives","text/html; charset=utf-8","200","OK","Indexable","","676","0.495","",""
"https://staging.jakevibes.dev/book-a-call/aj","text/html; charset=utf-8","200","OK","Indexable","","3","0.496","",""
"https://staging.jakevibes.dev/book-a-call/anto","text/html; charset=utf-8","200","OK","Indexable","","3","0.388","",""
"https://staging.jakevibes.dev/blog","text/html; charset=utf-8","200","OK","Indexable","","1054","0.649","",""
"https://staging.jakevibes.dev/book-a-call/seb","text/html; charset=utf-8","200","OK","Indexable","","3","0.451","",""
"https://staging.jakevibes.dev/book-a-call/molly","text/html; charset=utf-8","200","OK","Indexable","","1","0.656","",""
"https://staging.jakevibes.dev/book-a-call/shawnee","text/html; charset=utf-8","200","OK","Indexable","","1","0.658","",""
"https://staging.jakevibes.dev/book-a-call/stephanie","text/html; charset=utf-8","200","OK","Indexable","","3","0.384","",""
"https://staging.jakevibes.dev/compare/arc-dev-alternatives-for-startups-2026-comparison-guide","text/html; charset=utf-8","200","OK","Indexable","","2","0.419","",""
"https://staging.jakevibes.dev/compare/arc-dev-contract-cancellation-exit-terms","text/html; charset=utf-8","200","OK","Indexable","","2","0.409","",""
"https://staging.jakevibes.dev/compare/arc-dev-to-dedicated-team-migration-guide","text/html; charset=utf-8","200","OK","Indexable","","2","0.554","",""
"https://staging.jakevibes.dev/compare/arc-dev-vetting-process-vs-cloud-employees-cto-led-technical-assessment","text/html; charset=utf-8","200","OK","Indexable","","2","0.530","",""
"https://staging.jakevibes.dev/compare/arc-dev-pricing-vs-cloud-employee-true-cost","text/html; charset=utf-8","200","OK","Indexable","","2","0.508","",""
"https://staging.jakevibes.dev/compare/cloud-employee-vs-arc-dev","text/html","308","Permanent Redirect","Non-Indexable","Redirected","1","0.042","https://staging.jakevibes.dev/compare","HTTP Redirect"
"https://staging.jakevibes.dev/compare/arc-dev-vs-toptal-vs-cloud-employee-which-model-fits-your-runway","text/html; charset=utf-8","200","OK","Indexable","","2","0.425","",""
"https://staging.jakevibes.dev/compare/cloud-employee-no-hidden-fees-transparency","text/html; charset=utf-8","200","OK","Indexable","","2","0.390","",""
"https://staging.jakevibes.dev/compare/cloud-employee-pricing-plans-cost-breakdown","text/html; charset=utf-8","200","OK","Indexable","","2","0.421","",""
"https://staging.jakevibes.dev/compare/cloud-employee-vs-andela","text/html; charset=utf-8","200","OK","Indexable","","3","0.469","",""
"https://staging.jakevibes.dev/compare/cloud-employee-vs-bairesdev-reviews","text/html; charset=utf-8","200","OK","Indexable","","2","0.448","",""
"https://staging.jakevibes.dev/compare/cloud-employee-vs-beon-tech","text/html; charset=utf-8","200","OK","Indexable","","3","0.443","",""
"https://staging.jakevibes.dev/compare/cloud-employee-vs-clouddevs","text/html; charset=utf-8","200","OK","Indexable","","3","0.379","",""
"https://staging.jakevibes.dev/compare/cloud-employee-vs-fiverr","text/html; charset=utf-8","200","OK","Indexable","","2","0.378","",""
"https://staging.jakevibes.dev/compare/cloud-employee-vs-contra","text/html; charset=utf-8","200","OK","Indexable","","2","0.626","",""
"https://staging.jakevibes.dev/compare/cloud-employee-vs-proxify","text/html; charset=utf-8","200","OK","Indexable","","2","0.377","",""
"https://staging.jakevibes.dev/compare/cloud-employee-vs-turing","text/html; charset=utf-8","200","OK","Indexable","","2","0.498","",""
"https://staging.jakevibes.dev/compare/cloud-employee-vs-unosquare","text/html; charset=utf-8","200","OK","Indexable","","2","0.597","",""
"https://staging.jakevibes.dev/compare/dedicated-teams-vs-toptal","text/html; charset=utf-8","200","OK","Indexable","","2","0.391","",""
"https://staging.jakevibes.dev/compare/cloud-employee-vs-upwork","text/html; charset=utf-8","200","OK","Indexable","","2","0.487","",""
"https://staging.jakevibes.dev/compare/freelancers","text/html; charset=utf-8","200","OK","Indexable","","2","0.374","",""
"https://staging.jakevibes.dev/compare/inhouse-hiring","text/html; charset=utf-8","200","OK","Indexable","","2","0.375","",""
"https://staging.jakevibes.dev/compare/switching-from-arc-dev-to-a-dedicated-development-team","text/html; charset=utf-8","200","OK","Indexable","","2","0.417","",""
"https://staging.jakevibes.dev/compare/the-hidden-costs-of-arc-dev-screening-time-failed-hires-and-context-switching","text/html; charset=utf-8","200","OK","Indexable","","2","0.415","",""
"https://staging.jakevibes.dev/compare/toptal-limitations","text/html; charset=utf-8","200","OK","Indexable","","2","0.529","",""
"https://staging.jakevibes.dev/contact","text/html; charset=utf-8","200","OK","Indexable","","339","0.408","",""
"https://staging.jakevibes.dev/compare/toptal-vs-upwork","text/html; charset=utf-8","200","OK","Indexable","","2","0.365","",""
"https://staging.jakevibes.dev/compare/toptal-vs-cloud-employee-freelance-marketplace-vs-dedicated-staff-augmentation","text/html; charset=utf-8","200","OK","Indexable","","2","0.697","",""
"https://staging.jakevibes.dev/customer-story/engage","text/html; charset=utf-8","200","OK","Indexable","","1","0.381","",""
"https://staging.jakevibes.dev/customer-stories","text/html; charset=utf-8","200","OK","Indexable","","1710","0.431","",""
"https://staging.jakevibes.dev/customer-story/cleanlink","text/html; charset=utf-8","200","OK","Indexable","","1","0.442","",""
"https://staging.jakevibes.dev/customer-story/event-connections","text/html; charset=utf-8","200","OK","Indexable","","337","0.535","",""
"https://staging.jakevibes.dev/customer-story/fulfillment","text/html; charset=utf-8","200","OK","Indexable","","1","0.673","",""
"https://staging.jakevibes.dev/customer-story/g","text/html; charset=utf-8","200","OK","Indexable","","1","0.600","",""
"https://staging.jakevibes.dev/customer-story/hotelplan","text/html; charset=utf-8","200","OK","Indexable","","1","0.366","",""
"https://staging.jakevibes.dev/customer-story/jetaboard","text/html; charset=utf-8","200","OK","Indexable","","1","0.600","",""
"https://staging.jakevibes.dev/customer-story/mercato","text/html; charset=utf-8","200","OK","Indexable","","1","0.374","",""
"https://staging.jakevibes.dev/customer-story/salmon-software","text/html; charset=utf-8","200","OK","Indexable","","337","1.504","",""
"https://staging.jakevibes.dev/customer-story/tidal","text/html; charset=utf-8","200","OK","Indexable","","1","1.498","",""
"https://staging.jakevibes.dev/customer-story/scorpion","text/html; charset=utf-8","200","OK","Indexable","","1","1.692","",""
"https://staging.jakevibes.dev/customer-story/travel-tech-client","text/html; charset=utf-8","200","OK","Indexable","","1","1.477","",""
"https://staging.jakevibes.dev/customer-story/sqr","text/html; charset=utf-8","200","OK","Indexable","","1","1.930","",""
"https://staging.jakevibes.dev/customer-story/travelx","text/html; charset=utf-8","200","OK","Indexable","","1","0.451","",""
"https://staging.jakevibes.dev/customer-story/waya","text/html; charset=utf-8","200","OK","Indexable","","1","0.511","",""
"https://staging.jakevibes.dev/customer-story/virgin","text/html; charset=utf-8","200","OK","Indexable","","1","0.530","",""
"https://staging.jakevibes.dev/download/why-top-devs-wont-apply","text/html; charset=utf-8","200","OK","Indexable","","2","0.491","",""
"https://staging.jakevibes.dev/events","text/html; charset=utf-8","200","OK","Indexable","","342","0.480","",""
"https://staging.jakevibes.dev/customer-story/willo","text/html; charset=utf-8","200","OK","Indexable","","337","0.484","",""
"https://staging.jakevibes.dev/download/10-ai-prompts","text/html; charset=utf-8","200","OK","Indexable","","2","0.491","",""
"https://staging.jakevibes.dev/downloads","text/html; charset=utf-8","200","OK","Indexable","","1014","0.584","",""
"https://staging.jakevibes.dev/for-developers","text/html; charset=utf-8","200","OK","Indexable","","1009","0.431","",""
"https://staging.jakevibes.dev/hiring-tips/hiring-developers-in-the-philippines-cost-quality-culture-fit-for-outsourced-software-development","text/html; charset=utf-8","200","OK","Indexable","","350","0.506","",""
"https://staging.jakevibes.dev/hiring-tips/developer-vetting-in-latam-live-pair-programming-coding-tests-and-quality-signals-that-matter","text/html; charset=utf-8","200","OK","Indexable","","27","0.596","",""
"https://staging.jakevibes.dev/hiring-tips","text/html; charset=utf-8","200","OK","Indexable","","15","1.332","",""
"https://staging.jakevibes.dev/hiring-tips/how-to-avoid-costly-mistakes-when-hiring-a-remote-developer","text/html; charset=utf-8","200","OK","Indexable","","10","0.619","",""
"https://staging.jakevibes.dev/hiring-tips/how-to-run-pair-programming-interviews-cloud-employees-hiring-sop","text/html; charset=utf-8","200","OK","Indexable","","21","0.584","",""
"https://staging.jakevibes.dev/hiring-tips/our-proven-model-for-onboarding-software-developers","text/html; charset=utf-8","200","OK","Indexable","","8","0.442","",""
"https://staging.jakevibes.dev/hiring-tips/the-reality-of-modern-tech-recruitment-a-broken-system","text/html; charset=utf-8","200","OK","Indexable","","7","0.432","",""
"https://staging.jakevibes.dev/legals/privacy-policy","text/html; charset=utf-8","200","OK","Indexable","","373","0.486","",""
"https://staging.jakevibes.dev/how-it-works","text/html; charset=utf-8","200","OK","Indexable","","676","0.453","",""
"https://staging.jakevibes.dev/managing-engineers/avoiding-burnout-in-scaling-engineering-teams","text/html; charset=utf-8","200","OK","Indexable","","10","0.568","",""
"https://staging.jakevibes.dev/legals/general-terms","text/html; charset=utf-8","200","OK","Indexable","","337","0.579","",""
"https://staging.jakevibes.dev/managing-engineers","text/html; charset=utf-8","200","OK","Indexable","","15","0.713","",""
"https://staging.jakevibes.dev/managing-engineers/how-peer-forums-are-changing-remote-work-at-cloud-employee","text/html; charset=utf-8","200","OK","Indexable","","3","0.402","",""
